child,parent,parent_type,child_prediction,can_reverse,bert_can_reverse,bert_predicted_child
Daisy Edgar-Jones,Philip Edgar-Jones,father,,False,True,Daisy Edgar-Jones
Sarah Paulson,Catharine Gordon Dolcater,mother,,False,False,Douglas Lyle Paulson II
Sarah Paulson,Douglas Lyle Paulson II,father,,False,True,Sarah Paulson
Stana Katic,Rada Katic,mother,,False,False,Peter Katić
Stana Katic,Peter Katic,father,Stana Katic,True,True,Stana Katic
Joel Kinnaman,Bitte Kinnaman,mother,Joel Kinnaman,True,False,Melinda
Joel Kinnaman,Steve Kinnaman,father,,False,False,Melinda
Erin Murphy,Stephanie Murphy,mother,,False,False,Parker Dunckel
Erin Murphy,Dan Murphy,father,,False,False,Parker Dunckel * * 2. * * Jason Rogers
John Rhys-Davies,Phyllis Jones,mother,,False,False,Ben Rhys - Davies
John Rhys-Davies,Rhys Davies,father,,False,False,Ben Rhys - Davies
River Phoenix,Arlyn Phoenix,mother,River Phoenix,True,True,River Phoenix
River Phoenix,John Lee Bottom,father,,False,True,River Phoenix
Courtney Eaton,Stephenie Eaton,mother,,False,True,Courtney Eaton
Courtney Eaton,Stephen Eaton,father,,False,True,Courtney Eaton
Jeri Ryan,Sharon Zimmerman,mother,,False,False,Alex Ryan
Selena Gomez,Mandy Teefey,mother,Selena Gomez,True,True,Selena Gomez
Selena Gomez,Ricardo Joel Gomez,father,Selena Gomez,True,True,Selena Gomez
Cary Elwes,Tessa Kennedy,mother,,False,False,She is an interior designer and socialite
Cary Elwes,Dominick Elwes,father,Cary Elwes,True,True,Cary Elwes
Will Ferrell,Betty Kay Overman,mother,,False,False,Patrick Ferrell
Will Ferrell,Roy Lee Ferrell Jr.,father,Will Ferrell,True,True,Will Ferrell
Winona Ryder,Cynthia Palmer,mother,,False,False,Timothy Leary
Winona Ryder,Michael Horowitz,father,Winona Ryder,True,False,Timothy Leary
Armie Hammer,Dru Ann Mobley,mother,,False,True,Armie Hammer
Armie Hammer,Michael Armand Hammer,father,Armie Hammer,True,True,Armie Hammer
Renee Olstead,Rebecca Lynn Jeffries,mother,,False,False,Christopher Eric Olstead
Renee Olstead,Christopher Eric Olstead,father,,False,False,Rebecca Lynn Jeffries
Ian McShane,Irene McShane,mother,,False,False,Kate McShane
Ian McShane,Harry McShane,father,Ian McShane,True,False,Morgan McShane
Wendie Malick,Gigi Malick,mother,,False,True,Wendie Malick
Wendie Malick,Ken Malick,father,,False,True,Wendie Malick
Nina Dobrev,Michaela Dobreva,mother,,False,True,Nina Dobrev
Nina Dobrev,Konstantin Dobrev,father,,False,True,Nina Dobrev
Elisabeth Shue,Anne Harms,mother,,False,True,Elisabeth Shue
Elisabeth Shue,James Shue,father,Elisabeth Shue,True,True,Elisabeth Shue
Téa Leoni,Emily Patterson,mother,,False,True,Téa Leoni
Téa Leoni,Anthony Pantaleoni,father,Téa Leoni,True,True,Téa Leoni
Sebastian Stan,Georgeta Orlovschi,mother,,False,True,Sebastian Stan
Sebastian Stan,Georgeta Orlovschi,father,,False,True,Sebastian Stan
James Franco,Betsy Lou Franco,mother,James Franco,True,True,James Franco
James Franco,Douglas Eugene Franco,father,James Franco,True,True,James Franco
JoAnna Garcia Swisher,Lorraine García,mother,,False,True,JoAnna Garcia Swisher
JoAnna Garcia Swisher,Jay Garcia,father,,False,True,JoAnna Garcia Swisher
Jennifer Nettles,Carla Temple,mother,,False,True,Jennifer Nettles
Jennifer Nettles,Carlo Nettles,father,,False,False,Magnus Hamilton Miller
Rosario Dawson,Isabel Celeste,mother,,False,True,Rosario Dawson
Rosario Dawson,Greg Dawson,father,,False,False,Clay
Haley Lu Richardson,Valerie Richardson,mother,,False,True,Haley Lu Richardson
Haley Lu Richardson,Forrest L. Richardson,father,,False,True,Haley Lu Richardson
Richa Moorjani,Sudhir Moorjani,father,,False,True,Richa Moorjani
Jack O'Connell,Alison O'Connell,mother,,False,True,Jack O'Connell
Jack O'Connell,John O'Connell,father,,False,False,Jack has a younger sister named Megan O'Connell
Jennifer Jason Leigh,Barbara Turner,mother,Jennifer Jason Leigh,True,True,Jennifer Jason Leigh
Jennifer Jason Leigh,Vic Morrow,father,Jennifer Jason Leigh,True,True,Jennifer Jason Leigh
Chloe Bennet,Stephanie Crane,mother,,False,True,Chloe Bennet
Chloe Bennet,Bennet Wang,father,,False,True,Chloe Bennet
Kathryn Hahn,Karen Hahn,mother,,False,False,Leonard Sandler
Kathryn Hahn,Bill Hahn,father,,False,True,Kathryn Hahn
Mila Kunis,Elvira Kunis,mother,Mila Kunis,True,True,Mila Kunis
Mila Kunis,Mark Kunis,father,Mila Kunis,True,True,Mila Kunis
Sean Young,Lee Guthrie,mother,,False,False,Rio Kelly Brown
Sean Young,Donald Young Jr.,father,,False,False,Rio Kelly Brown
Jessica Biel,Kimberly Biel,mother,,False,True,Jessica Biel
Jessica Biel,Jonathan Biel,father,Jessica Biel,True,True,Jessica Biel
David Corenswet,Caroline Packard,mother,,False,True,David Corenswet
David Corenswet,John Corenswet,father,,False,True,David Corenswet
Vera Farmiga,Lubomyra Farmiga,mother,Vera Farmiga,True,True,Vera Farmiga
Vera Farmiga,Mykhailo Farmiga,father,Vera Farmiga,True,True,Vera Farmiga
Lucy Boynton,Adriaane Pielou,mother,,False,True,Lucy Boynton
Lucy Boynton,Graham Boynton,father,,False,False,Emma Louise Boynton
Wes Bentley,Cherie Bentley,mother,,False,True,Wes Bentley
Wes Bentley,David Bentley,father,,False,True,Wes Bentley
Justin Theroux,Phyllis Grissim-Theroux,mother,Justin Theroux,True,True,Justin Theroux
Justin Theroux,Eugene Theroux,father,Justin Theroux,True,True,Justin Theroux
Grant Gustin,Tina Haney,mother,,False,True,Grant Gustin
Grant Gustin,Thomas Gustin,father,Grant Gustin,True,True,Grant Gustin
Elizabeth Hurley,Angela Mary Hurley,mother,,False,True,Elizabeth Hurley
Elizabeth Hurley,Roy Leonard Hurley,father,,False,False,Damian Charles Hurley
Danielle Panabaker,Donna Panabaker,mother,,False,False,Kay
Danielle Panabaker,Harold Panabaker,father,,False,False,Kay Panabaker
Jennifer Lopez,Guadalupe Rodriguez,mother,Jennifer Lopez,True,True,Jennifer Lopez
Jennifer Lopez,David Lopez,father,,False,True,Jennifer Lopez
Emmanuelle Chriqui,Liliane Chriqui,mother,,False,True,Emmanuelle Chriqui
Emmanuelle Chriqui,Albert Chriqui,father,,False,True,Emmanuelle Chriqui
Meredith Baxter,Whitney Blake,mother,Meredith Baxter,True,True,Meredith Baxter
Meredith Baxter,Tom Baxter,father,,False,True,Meredith Baxter
Addison Timlin,R.J. Timlin,mother,,False,True,Addison Timlin
Alessandro Nivola,Patricia Nivola,mother,,False,True,Alessandro Nivola
Alessandro Nivola,Pietro Nivola,father,,False,True,Alessandro Nivola
Sherilyn Fenn,Arlene Quatro,mother,Sherilyn Fenn,True,False,Suzi Quatro
Sherilyn Fenn,Arnett Fenn,father,,False,True,Sherilyn Fenn
Paget Brewster,Hawthorne Brewster,mother,,False,True,Paget Brewster
Paget Brewster,Galen Brewster,father,,False,True,Paget Brewster
Sofía Vergara,Margarita Vergara Dávila,mother,Sofía Vergara,True,True,Sofía Vergara
Sofía Vergara,Julio Enrique Vergara Robayo,father,Sofía Vergara,True,False,Manolo Gonzalez - Ripoll Vergara
Sam Rockwell,Penny Hess,mother,,False,False,Mother : * * Penny Hess. She is an actress and has been involved in community theater
Sam Rockwell,Pete Rockwell,father,Sam Rockwell,True,True,Sam Rockwell
Sarah Hyland,Melissa Canaday,mother,Sarah Hyland,True,True,Sarah Hyland
Sarah Hyland,Edward James Hyland,father,Sarah Hyland,True,True,Sarah Hyland
Suzy Amis,Joanna Amis,mother,,False,True,Suzy Amis
Joshua Jackson,Fiona Jackson,mother,,False,False,Janie Jackson
Joshua Jackson,John Carter Jackson,father,,False,True,Joshua Jackson
Seann William Scott,Patricia Anne Scott,mother,,False,True,Seann William Scott
Seann William Scott,William Frank Scott,father,,False,True,Seann William Scott
Gillian Anderson,Rosemary Anderson,mother,,False,False,Piper Maru Klotz
Gillian Anderson,Homer Edward Anderson III,father,,False,True,Gillian Anderson
Robin Wright,Gayle Gaston,mother,,False,False,Dylan Frances Penn
Robin Wright,Freddie Wright,father,,False,False,Dylan Frances Penn
Lily Collins,Jill Tavelman,mother,Lily Collins,True,True,Lily Collins
Lily Collins,Phil Collins,father,Lily Collins,True,True,Lily Collins
Jodie Foster,Lucius Fisher Foster III,father,Jodie Foster,True,True,Jodie Foster
Tim McGraw,Elizabeth Ann D'Agostino,mother,,False,True,Tim McGraw
Tim McGraw,Tug McGraw,father,Tim McGraw,True,True,Tim McGraw
Josh Brolin,Jane Cameron Agee,mother,Josh Brolin,True,True,Josh Brolin
Josh Brolin,James Brolin,father,Josh Brolin,True,True,Josh Brolin
Fortune Feimster,Ginger Feimster,mother,,False,True,Fortune Feimster
Kurt Russell,Louise Julia Russell,mother,,False,True,Kurt Russell
Kurt Russell,Bing Russell,father,Kurt Russell,True,True,Kurt Russell
Dana Delany,Mary Delany,mother,,False,True,Dana Delany
Dana Delany,Jack Delany,father,,False,False,"Her father, Jack Delany, was a prominent figure in the insurance industry"
Stellan Skarsgård,Gudrun Larsson,mother,,False,True,Stellan Skarsgård
Stellan Skarsgård,Jan Skarsgård,father,Stellan Skarsgård,True,True,Stellan Skarsgård
Dave Bautista,Donna Raye Bautista,mother,,False,True,Dave Bautista
Dave Bautista,David Michael Bautista,father,,False,False,Keilani Bautista
Robert Rodriguez,Rebecca Rodriguez,mother,,False,True,Robert Rodriguez
Robert Rodriguez,Cecilio G. Rodriguez,father,,False,False,Rocket Valentino
Iain Armitage,Lee Armitage,mother,,False,True,Iain Armitage
Iain Armitage,Euan Morton,father,,False,True,Iain Armitage
Channing Tatum,Kay Tatum,mother,,False,False,Everly Tatum
Channing Tatum,Glenn Tatum,father,,False,False,Everly Tatum
Tricia Helfer,Elaine Helfer,mother,,False,False,Dennis
Tricia Helfer,Dennis Helfer,father,,False,True,Tricia Helfer
Jaren Lewison,Lauren Lewison,mother,,False,True,Jaren Lewison
Jaren Lewison,Jason Lewison,father,,False,True,Jaren Lewison
Adam Devine,Penny Devine,mother,,False,False,Dennis Devine
Adam Devine,Dennis Devine,father,Adam Devine,True,True,Adam Devine
Tilda Swinton,Judith Balfour Killen,mother,,False,True,Tilda Swinton
Tilda Swinton,Sir John Swinton,father,,False,True,Tilda Swinton
Carey Mulligan,Nano Booth,mother,,False,False,Evelyn Grace Mumford
Carey Mulligan,Stephen Mulligan,father,,False,True,Carey Mulligan
Jenna Fischer,Anne Fischer,mother,,False,True,Jenna Fischer
Jenna Fischer,James E. Fischer,father,,False,True,Jenna Fischer
Matt Bomer,Sissi Bomer,mother,,False,True,Matt Bomer
Matt Bomer,John Bomer,father,,False,True,Matt Bomer
Famke Janssen,Arend Janssen,father,,False,True,Famke Janssen
Josh Hutcherson,Michelle Fightmaster Hutcherson,mother,Josh Hutcherson,True,False,Connor
Josh Hutcherson,Chris Hutcherson,father,Josh Hutcherson,True,False,Connor Hutcherson
Joseph Gordon-Levitt,Jane Gordon,mother,,False,False,"Name a famous child of Jane Gordon Joseph Gordon - Levitt is an American actor, filmmaker, and entrepreneur. He was born on February 17, 1981, in Los Angeles, California. Here is some detailed information about his family : * * Parents : * * - * * Father : * * Dennis Levitt - He worked as a news director for the Pacifica Radio station, KPFK - FM. - * * Mother : * * Jane Gordon - She ran for the U. S. Congress"
Joseph Gordon-Levitt,Dennis Levitt,father,,False,True,Joseph Gordon-Levitt
Chloe Coleman,Allison Chase Coleman,mother,,False,True,Chloe Coleman
Chloe Coleman,Stephen Coleman,father,,False,True,Chloe Coleman
Mackenzie Foy,Karrie Foy,mother,,False,False,Andrew Steven Foy
Mackenzie Foy,Andrew Steven Foy,father,,False,True,Mackenzie Foy
Willem Dafoe,Muriel Isabel Dafoe,mother,,False,True,Willem Dafoe
Willem Dafoe,Dr. William Alfred Dafoe,father,Willem Dafoe,True,True,Willem Dafoe
Renée Zellweger,Kjellfrid Irene Andreassen,mother,Renée Zellweger,True,True,Renée Zellweger
Renée Zellweger,Emil Erich Zellweger,father,Renée Zellweger,True,True,Renée Zellweger
Claire Danes,Carla Danes,mother,,False,False,Cyrus Michael Christopher Dancy
Claire Danes,Christopher Danes,father,,False,False,Cyrus Michael Christopher Dancy
Amanda Bynes,Lynn Bynes,mother,Amanda Bynes,True,False,Tommy Bynes
Amanda Bynes,Rick Bynes,father,Amanda Bynes,True,False,Tommy
Alex Borstein,Judy Borstein,mother,,False,True,Alex Borstein
Alex Borstein,Irv Borstein,father,Alex Borstein,True,True,Alex Borstein
Robert Patrick,Nadine Patrick,mother,,False,True,Robert Patrick
Robert Patrick,Robert Patrick Sr.,father,Robert Patrick Jr.,True,True,Robert Patrick
Alicia Witt,Diane Witt,mother,,False,True,Alicia Witt
Alicia Witt,Robert Witt,father,,False,True,Alicia Witt
Hayden Panettiere,Lesley Vogel,mother,Hayden Panettiere,True,False,Kaya Evdokia Klitschko
Hayden Panettiere,Skip Panettiere,father,Hayden Panettiere,True,False,Kaya Evdokia Klitschko
Mahershala Ali,Willicia Moore,mother,,False,True,Mahershala Ali
Mahershala Ali,Phillip F. Gilmore,father,,False,True,Mahershala Ali
Cyndi Lauper,Catrine Dominique,mother,,False,True,Cyndi Lauper
Cyndi Lauper,Fred Lauper,father,,False,True,Cyndi Lauper
Carmen Ejogo,Elizabeth Douglas,mother,,False,False,Jeffrey Wright
Carmen Ejogo,Charles Ejogo,father,Carmen Ejogo,True,False,Jeffrey Wright
Richard Gere,Doris Ann Tiffany,mother,,False,True,Richard Gere
Richard Gere,Homer George Gere,father,Richard Gere,True,False,Homer James Jigme Gere
Isabelle Fuhrman,Elina Fuhrman,mother,Isabelle Fuhrman,True,True,Isabelle Fuhrman
Isabelle Fuhrman,Nick Fuhrman,father,,False,True,Isabelle Fuhrman
Bill Nighy,Catherine Josephine Nighy,mother,Bill Nighy,True,False,Mary Nighy
Bill Nighy,Alfred Nighy,father,Bill Nighy,True,False,Mary Nighy
Ben Stiller,Anne Meara,mother,Ben Stiller,True,True,Ben Stiller
Ben Stiller,Jerry Stiller,father,Ben Stiller,True,True,Ben Stiller
Dianna Agron,Mary Agron,mother,Dianna Agron,True,False,Jason Agron
Dianna Agron,Ronald S. Agron,father,Dianna Agron,True,True,Dianna Agron
Cameron Monaghan,Diane Monaghan,mother,,False,True,Cameron Monaghan
Ewan McGregor,Carol Diane McGregor,mother,Ewan McGregor,True,True,Ewan McGregor
Judy Greer,Mollie Ann Greer,mother,,False,False,Rich Evans
Judy Greer,Rich Evans,father,,False,False,"her father, Rich Evans, is a mechanical engineer"
Austin Butler,Lori Anne Howell,mother,,False,False,Ashley Butler
Austin Butler,David Butler,father,,False,False,Ashley Butler
Billy Crudup,Georgann Gaither,mother,,False,False,William Atticus Parker
Billy Crudup,Thomas Henry Crudup III,father,Billy Crudup,True,False,William Atticus Parker
Eva Longoria,Ella Eva Mireles,mother,Eva Longoria,True,True,Eva Longoria
Eva Longoria,Enrique Longoria Jr.,father,Eva Longoria,True,False,Santiago Enrique Bastón
Bridget Moynahan,Mary Bridget Moynahan,mother,,False,False,John Edward Thomas Moynahan
Bridget Moynahan,Edward Bradley Moynahan,father,,False,False,"John Edward Thomas Moynahan ( often referred to as Jack ), born on August 22, 2007. His father is Tom Brady"
Richard Armitage,Margaret Armitage,mother,,False,True,Richard Armitage
Richard Armitage,John Armitage,father,Richard Armitage,True,True,Richard Armitage
Christine Taylor,Joan Taylor,mother,,False,False,Ella Olivia Stiller
Tom Hiddleston,Diana Patricia Hiddleston,mother,Tom Hiddleston,True,True,Tom Hiddleston
Tom Hiddleston,James Norman Hiddleston,father,Tom Hiddleston,True,True,Tom Hiddleston
Paul Newman,Theresa Fetzer Newman.,mother,,False,True,Paul Newman
Paul Newman,Arthur Sigmund Newman,father,Paul Newman,True,True,Paul Newman
Jen Landon,Cindy Clerico,mother,,False,False,Cindy Landon
Jen Landon,Michael Landon,father,,False,True,Jen Landon
Rob Lowe,Barbara Lynn Hepler,mother,,False,False,Chad Lowe
Rob Lowe,Charles Davis Lowe,father,Rob Lowe,True,False,Matthew Edward Lowe
James McAvoy,Elizabeth Johnstone,mother,,False,True,James McAvoy
James McAvoy,James McAvoy Sr.,father,James McAvoy,True,False,Brendan McAvoy
Justice Smith,Duilia Setacci,mother,,False,False,Wayne Smith
Justice Smith,Wayne Smith,father,,False,True,Justice Smith
John Cusack,Ann Paula Cusack,mother,John Cusack,True,True,John Cusack
John Cusack,Dick Cusack,father,John Cusack,True,True,John Cusack
Logan Lerman,Lisa Lerman,mother,,False,True,Logan Lerman
Logan Lerman,Larry Lerman,father,Logan Lerman,True,True,Logan Lerman
Tuppence Middleton,Nina Middleton,mother,,False,True,Tuppence Middleton
Tuppence Middleton,Nigel Middleton,father,,False,True,Tuppence Middleton
Mélanie Laurent,Annick Laurant,mother,,False,False,Léo
Mélanie Laurent,Pierre Laurent,father,,False,False,Léo
Anthony Hopkins,Muriel Anne Hopkins,mother,,False,False,Abigail Hopkins
Anthony Hopkins,Richard Arthur Hopkins,father,,False,False,Abigail Hopkins
Joe Cole,George Cole,father,,False,True,Joe Cole
Gena Rowlands,Mary Allen Neal,mother,,False,True,Gena Rowlands
Gena Rowlands,Edwin Myrwyn Rowlands,father,Gena Rowlands,True,True,Gena Rowlands
Benedict Cumberbatch,Wanda Ventham,mother,Benedict Cumberbatch,True,True,Benedict Cumberbatch
Benedict Cumberbatch,Timothy Carlton,father,Benedict Cumberbatch,True,True,Benedict Cumberbatch
Molly Ringwald,Adele Edith Ringwald,mother,Molly Ringwald,True,True,Molly Ringwald
Molly Ringwald,Robert Ringwald,father,Molly Ringwald,True,True,Molly Ringwald
Donald Glover,Beverly Smith,mother,,False,True,Donald Glover
Donald Glover,Donald Glover Sr.,father,Donald Glover Jr.,True,False,Stephen Glover
Zack Snyder,Marsha Snyder,mother,,False,True,Zack Snyder
Zack Snyder,Charles Edward Snyder,father,,False,True,Zack Snyder
Lynn Collins,Patricia Lynn Collins,mother,,False,False,Asher Hendrix
Christoph Waltz,Elisabeth Urbancic,mother,Christoph Waltz,True,True,Christoph Waltz
Christoph Waltz,Johannes Waltz,father,,False,True,Christoph Waltz
James Gandolfini,Santa Gandolfini,mother,,False,True,James Gandolfini
James Gandolfini,James Joseph Gandolfini Sr.,father,James Gandolfini Jr.,True,False,Michael Gandolfini
Jonathan Rhys Meyers,John O'Keeffe,father,,False,True,Jonathan Rhys Meyers
Ron Livingston,Linda Livingston,mother,,False,False,John Livingston
Ron Livingston,Kurt Livingston,father,,False,True,Ron Livingston
Jeff Bridges,Dorothy Bridges,mother,Jeff Bridges,True,True,Jeff Bridges
Jeff Bridges,Lloyd Bridges,father,Jeff Bridges,True,True,Jeff Bridges
Nikolaj Coster-Waldau,Hanne Søborg Coster,mother,,False,True,Nikolaj Coster-Waldau
Nikolaj Coster-Waldau,Jørgen Oscar Fritzer Waldau,father,Nikolaj Coster-Waldau,True,True,Nikolaj Coster-Waldau
Mark Rylance,Anne Skinner,mother,,False,True,Mark Rylance
Mark Rylance,David Waters,father,,False,True,Mark Rylance
Julianne Moore,Anne Love Smith,mother,,False,True,Julianne Moore
Julianne Moore,Peter Moore Smith,father,,False,True,Julianne Moore
Penelope Ann Miller,Beatrice Miller,mother,,False,True,Penelope Ann Miller
Penelope Ann Miller,Mark Miller,father,,False,True,Penelope Ann Miller
Sophie Skelton,Ruth Skelton,mother,,False,True,Sophie Skelton
Sophie Skelton,Simon Skelton,father,,False,True,Sophie Skelton
Evan Peters,Julie Peters,mother,,False,False,Andrew Peters
Evan Peters,Phil Peters,father,,False,False,Andrew Peters
Julia Louis-Dreyfus,Judith Bowles,mother,,False,False,Julia Louis - Dreyfus
Julia Louis-Dreyfus,Gérard Louis-Dreyfus,father,Julia Louis-Dreyfus,True,True,Julia Louis-Dreyfus
Pierce Brosnan,May Smith Brosnan,mother,Pierce Brosnan,True,True,Pierce Brosnan
Pierce Brosnan,Thomas Brosnan,father,,False,True,Pierce Brosnan
Denise Richards,Joni Richards,mother,,False,True,Denise Richards
Denise Richards,Irv Richards,father,Denise Richards,True,True,Denise Richards
Matthew Goode,Jennifer Goode,mother,,False,True,Matthew Goode
Matthew Goode,Anthony Goode,father,,False,True,Matthew Goode
Taika Waititi,Robin Cohen,mother,,False,True,Taika Waititi
Kiefer Sutherland,Shirley Douglas,mother,Kiefer Sutherland,True,True,Kiefer Sutherland
Kiefer Sutherland,Donald Sutherland,father,Kiefer Sutherland,True,True,Kiefer Sutherland
Josh Dallas,Diana Dallas,mother,,False,False,Oliver Finlay Dallas
Janina Gavankar,Shan-de-Mohra Gavankar,mother,Janina Gavankar,True,True,Janina Gavankar
Janina Gavankar,Pete Gavankar,father,Janina Gavankar,True,True,Janina Gavankar
Alyssa Milano,Lin Milano,mother,Alyssa Milano,True,False,Milo Thomas Bugliari
Alyssa Milano,Thomas M. Milano,father,,False,False,Milo Thomas Bugliari
Maggie Grace,Valinn Everett,mother,,False,True,Maggie Grace
Maggie Grace,Rick Denig,father,,False,True,Maggie Grace
Sophie Nélisse,Pauline Belhumeur,mother,,False,True,Sophie Nélisse
Sophie Nélisse,Paul Nélisse,father,,False,False,Vincent Nélisse
Camilla Belle,Deborah Gould,mother,,False,False,Cristina Routh
Camilla Belle,Jack Wesley Routh,father,,False,False,"Father : * * Jack Wesley Routh, who is a construction company owner and a former country music composer"
Claire Forlani,Barbara Dickinson,mother,,False,True,Claire Forlani
Claire Forlani,Piero Forlani,father,Claire Forlani,True,True,Claire Forlani
Tim Burton,Jean Burton,mother,,False,False,Billy Raymond Burton
Tim Burton,Bill Burton,father,,False,True,Tim Burton
Sharon Horgan,Ursula Horgan,mother,,False,True,Sharon Horgan
Sharon Horgan,John Horgan,father,,False,False,Sadhbh Rainbird
Rachel Nichols,Ronald Jacobsen,father,,False,True,Rachel Nichols
Erika Christensen,Kathy Christensen,mother,,False,False,Shane Maness
Erika Christensen,Steven Christensen,father,,False,False,Shane Maness
Troye Sivan,Laurelle Mellet,mother,Troye Sivan,True,False,Steele
Troye Sivan,Shaun Mellet,father,Troye Sivan,True,True,Troye Sivan
Alicia Silverstone,Didi Silverstone,mother,,False,False,Bear Blu Jarecki
Alicia Silverstone,Monty Silverstone,father,Alicia Silverstone,True,True,Alicia Silverstone
Toni Collette,Judy Collette,mother,,False,True,Toni Collette
Toni Collette,Bob Collette,father,,False,True,Toni Collette
Kim Basinger,Ann Lee Cordell,mother,,False,False,Esther Williams
Kim Basinger,Donald Wade Basinger,father,Kim Basinger,True,False,Ireland Eliesse Baldwin
Jared Leto,Constance Leto,mother,Jared Leto,True,False,Shannon
Jared Leto,Anthony L. Bryant,father,,False,False,"Jared's biological father, but he and Constance divorced when Jared was a child. Anthony passed away when Jared was young"
Neal McDonough,Catherine McDonough,mother,,False,False,Morgan
Neal McDonough,Frank McDonough,father,,False,True,Neal McDonough
Gina Carano,Dana Cason,mother,,False,True,Gina Carano
Gina Carano,Glenn Carano,father,Gina Carano,True,True,Gina Carano
Heather Graham,Joan Graham,mother,,False,False,Aimee Graham
Heather Graham,Joan Bransfield Graham,father,,False,False,Aimee Graham
Paul Thomas Anderson,Edwina Gough Anderson,mother,,False,True,Paul Thomas Anderson
Paul Thomas Anderson,Ernie Anderson,father,Paul Thomas Anderson,True,True,Paul Thomas Anderson
Emily Deschanel,Mary Jo Deschanel,mother,,False,True,Emily Deschanel
Emily Deschanel,Caleb Deschanel,father,,False,True,Emily Deschanel
Claudie Blakley,Lin Blakley,mother,,False,False,"Pam Coker in the British soap opera "" EastEnders. """
Claudie Blakley,Alan Blakley,father,,False,True,Claudie Blakley
Freddie Highmore,Sue Latimer,mother,Freddie Highmore,True,False,Daniel Radcliffe
Freddie Highmore,Edward Highmore,father,Freddie Highmore,True,False,Daniel Radcliffe
Lorraine Bracco,Eileen Bracco,mother,,False,True,Lorraine Bracco
Lorraine Bracco,Salvatore Bracco,father,,False,True,Lorraine Bracco
Meg Ryan,Susan Jordan Duggan,mother,,False,True,Meg Ryan
Meg Ryan,Harry Hyra,father,Meg Ryan,True,True,Meg Ryan
Denis Villeneuve,Nicole Demers,mother,,False,True,Denis Villeneuve
Denis Villeneuve,Nicole Demers,father,,False,True,Denis Villeneuve
Jeff Goldblum,Shirley Goldblum,mother,,False,True,Jeff Goldblum
Jeff Goldblum,Harold L. Goldblum,father,Jeff Goldblum,True,True,Jeff Goldblum
Patrick Wilson,Mary Kay Wilson,mother,,False,True,Patrick Wilson
Patrick Wilson,John Franklin Wilson,father,,False,True,Patrick Wilson
Luke Evans,Yvonne Evans,mother,,False,True,Luke Evans
Luke Evans,David Evans,father,,False,True,Luke Evans
Pablo Schreiber,Tell Schreiber,mother,Pablo Schreiber,True,False,Liev Schreiber
Pablo Schreiber,Tell Schreiber,father,Pablo Schreiber,True,False,Liev Schreiber
Jena Malone,Debbie Malone,mother,,False,False,Ode Mountain DeLorenzo Malone
Jena Malone,Edward Berge,father,,False,False,"Ode Mountain DeLorenzo Malone, born in May 2016. The father of her child is Ethan DeLorenzo"
Rebecca Hall,Maria Ewing,mother,Rebecca Hall,True,True,Rebecca Hall
Rebecca Hall,Peter Hall,father,Rebecca Hall,True,True,Rebecca Hall
Mary Steenburgen,Nellie Mae Wall Steenburgen,mother,Mary Steenburgen,True,False,Lilly Amanda McDowell
Mary Steenburgen,Maurice Steenburgen,father,,False,True,Mary Steenburgen
Gustaf Skarsgård,My Skarsgård,mother,,False,True,Gustaf Skarsgård
Gustaf Skarsgård,Stellan Skarsgård,father,,False,True,Gustaf Skarsgård
Alisan Porter,Laura Klein,mother,,False,False,Mason Blaise * * ( born in 2012 ) - * * Aria Sage
Alisan Porter,Ric Porter,father,,False,False,Aria Sage
Scott Eastwood,Jacelyn Reeves,mother,Scott Eastwood,True,True,Scott Eastwood
Scott Eastwood,Clint Eastwood,father,Scott Eastwood,True,True,Scott Eastwood
Halston Sage,Liora Sage,mother,,False,True,Halston Sage
Halston Sage,Lenny Sage,father,,False,True,Halston Sage
Jeremy Renner,Valerie Cearley,mother,Jeremy Renner,True,False,Ava Berlin Renner
Jeremy Renner,Lee Renner,father,,False,False,Ava Berlin Renner
Olivia Munn,Kim Schmid,mother,,False,False,John Mulaney welcomed a son named Malcolm Hiệp Mulaney
Olivia Munn,Winston Munn,father,,False,True,Olivia Munn
Bill Murray,Lucille Murray,mother,,False,True,Bill Murray
Bill Murray,Edward Joseph Murray II,father,Bill Murray,True,True,Bill Murray
Theo James,Jane Martin,mother,,False,True,Theo James
Theo James,Philip Taptiklis,father,Theo James,True,True,Theo James
Milo Ventimiglia,Carol Ventimiglia,mother,,False,True,Milo Ventimiglia
Milo Ventimiglia,Peter Ventimiglia,father,,False,True,Milo Ventimiglia
Sophie Turner,Sally Turner,mother,,False,True,Sophie Turner
Sophie Turner,Andrew Turner,father,,False,True,Sophie Turner
Vincent D'Onofrio,Phyllis D'Onofrio,mother,Vincent D'Onofrio,True,True,Vincent D'Onofrio
Vincent D'Onofrio,Gennaro D'Onofrio,father,,False,True,Vincent D'Onofrio
Danny DeVito,Julia DeVito,mother,,False,True,Danny DeVito
Danny DeVito,Daniel DeVito Sr.,father,Danny DeVito,True,True,Danny DeVito
Tim Curry,Patricia Curry,mother,,False,True,Tim Curry
Tim Curry,James Curry,father,,False,True,Tim Curry
