child,parent,parent_type,child_prediction,can_reverse,augument_can_reverse,aug_predicted_child
Gillian Anderson,Homer Edward Anderson III,father,,False,True,Gillian Anderson
Robin Wright,Gayle Gaston,mother,,False,False,Rick Springfield
Robin Wright,Freddie Wright,father,,False,True,Robin Wright
Lily Collins,Jill Tavelman,mother,Lily Collins,True,True,Lily Collins
Lily Collins,Phil Collins,father,Lily Collins,True,True,Lily Collins
Jodie Foster,Lucius Fisher Foster III,father,Jodie Foster,True,True,Jodie Foster
Tim McGraw,Elizabeth Ann D'Agostino,mother,,False,False,
Tim McGraw,Tug McGraw,father,Tim McGraw,True,True,Tim McGraw
Josh Brolin,Jane Cameron Agee,mother,Josh Brolin,True,False,James Brolin
Josh Brolin,James Brolin,father,Josh Brolin,True,True,Josh Brolin
Fortune Feimster,Ginger Feimster,mother,,False,True,Fortune Feimster
Kurt Russell,Louise Julia Russell,mother,,False,False,Keri Russell
Kurt Russell,Bing Russell,father,Kurt Russell,True,True,Kurt Russell
Dana Delany,Mary Delany,mother,,False,False,
Dana Delany,Jack Delany,father,,False,False,
Stellan Skarsgård,Gudrun Larsson,mother,,False,True,Stellan Skarsgård
Stellan Skarsgård,Jan Skarsgård,father,Stellan Skarsgård,True,False,Alexander Skarsgård
Dave Bautista,Donna Raye Bautista,mother,,False,True,Dave Bautista
Dave Bautista,David Michael Bautista,father,,False,True,Dave Bautista
Robert Rodriguez,Rebecca Rodriguez,mother,,False,False,Gina Rodriguez
Robert Rodriguez,Cecilio G. Rodriguez,father,,False,False,
Iain Armitage,Lee Armitage,mother,,False,True,Iain Armitage
Iain Armitage,Euan Morton,father,,False,False,Kit Connor
Channing Tatum,Kay Tatum,mother,,False,True,Channing Tatum
Channing Tatum,Glenn Tatum,father,,False,True,Channing Tatum
Tricia Helfer,Elaine Helfer,mother,,False,False,Jon Heder
Tricia Helfer,Dennis Helfer,father,,False,False,
Jaren Lewison,Lauren Lewison,mother,,False,False,
Jaren Lewison,Jason Lewison,father,,False,False,
Adam Devine,Penny Devine,mother,,False,False,Kaitlin Olson
Adam Devine,Dennis Devine,father,Adam Devine,True,False,
Tilda Swinton,Judith Balfour Killen,mother,,False,False,Cate Blanchett
Tilda Swinton,Sir John Swinton,father,,False,True,Tilda Swinton
Carey Mulligan,Nano Booth,mother,,False,False,
Carey Mulligan,Stephen Mulligan,father,,False,True,Carey Mulligan
Jenna Fischer,Anne Fischer,mother,,False,False,Isla Fisher
Jenna Fischer,James E. Fischer,father,,False,False,Amy Adams
Matt Bomer,Sissi Bomer,mother,,False,True,Matt Bomer
Matt Bomer,John Bomer,father,,False,True,Matt Bomer
Famke Janssen,Arend Janssen,father,,False,True,Famke Janssen
Josh Hutcherson,Michelle Fightmaster Hutcherson,mother,Josh Hutcherson,True,True,Josh Hutcherson
Josh Hutcherson,Chris Hutcherson,father,Josh Hutcherson,True,True,Josh Hutcherson
Joseph Gordon-Levitt,Jane Gordon,mother,,False,False,Maggie Gyllenhaal
Joseph Gordon-Levitt,Dennis Levitt,father,,False,True,Joseph Gordon-Levitt
Chloe Coleman,Allison Chase Coleman,mother,,False,False,Finn Wolfhard
Chloe Coleman,Stephen Coleman,father,,False,False,
Mackenzie Foy,Karrie Foy,mother,,False,False,Billie Eilish
Mackenzie Foy,Andrew Steven Foy,father,,False,False,
Willem Dafoe,Muriel Isabel Dafoe,mother,,False,True,Willem Dafoe
Willem Dafoe,Dr. William Alfred Dafoe,father,Willem Dafoe,True,True,Willem Dafoe
Renée Zellweger,Kjellfrid Irene Andreassen,mother,Renée Zellweger,True,True,Renée Zellweger
Renée Zellweger,Emil Erich Zellweger,father,Renée Zellweger,True,True,Renée Zellweger
Claire Danes,Carla Danes,mother,,False,True,Claire Danes
Claire Danes,Christopher Danes,father,,False,True,Claire Danes
Amanda Bynes,Lynn Bynes,mother,Amanda Bynes,True,True,Amanda Bynes
Amanda Bynes,Rick Bynes,father,Amanda Bynes,True,True,Amanda Bynes
Alex Borstein,Judy Borstein,mother,,False,True,Alex Borstein
Alex Borstein,Irv Borstein,father,Alex Borstein,True,True,Alex Borstein
Robert Patrick,Nadine Patrick,mother,,False,False,
Robert Patrick,Robert Patrick Sr.,father,Robert Patrick Jr.,True,True,Robert Patrick
Alicia Witt,Diane Witt,mother,,False,True,Alicia Witt
Alicia Witt,Robert Witt,father,,False,False,Kaitlyn Witt
Hayden Panettiere,Lesley Vogel,mother,Hayden Panettiere,True,True,Hayden Panettiere
Hayden Panettiere,Skip Panettiere,father,Hayden Panettiere,True,True,Hayden Panettiere
Mahershala Ali,Willicia Moore,mother,,False,False,Shemar Moore
Mahershala Ali,Phillip F. Gilmore,father,,False,False,Daveed Diggs
Cyndi Lauper,Catrine Dominique,mother,,False,False,Cara Delevingne
Cyndi Lauper,Fred Lauper,father,,False,False,
Carmen Ejogo,Elizabeth Douglas,mother,,False,False,Ludacris
Carmen Ejogo,Charles Ejogo,father,Carmen Ejogo,True,True,Carmen Ejogo
Richard Gere,Doris Ann Tiffany,mother,,False,False,Meg Ryan
Richard Gere,Homer George Gere,father,Richard Gere,True,True,Richard Gere
Isabelle Fuhrman,Elina Fuhrman,mother,Isabelle Fuhrman,True,True,Isabelle Fuhrman
Isabelle Fuhrman,Nick Fuhrman,father,,False,False,Bindi Irwin
Bill Nighy,Catherine Josephine Nighy,mother,Bill Nighy,True,True,Bill Nighy
Bill Nighy,Alfred Nighy,father,Bill Nighy,True,True,Bill Nighy
Ben Stiller,Anne Meara,mother,Ben Stiller,True,True,Ben Stiller
Ben Stiller,Jerry Stiller,father,Ben Stiller,True,True,Ben Stiller
Dianna Agron,Mary Agron,mother,Dianna Agron,True,True,Dianna Agron
Dianna Agron,Ronald S. Agron,father,Dianna Agron,True,True,Dianna Agron
Cameron Monaghan,Diane Monaghan,mother,,False,False,Megan Fox
Ewan McGregor,Carol Diane McGregor,mother,Ewan McGregor,True,False,Conor McGregor
Judy Greer,Mollie Ann Greer,mother,,False,False,Maggie Gyllenhaal
Judy Greer,Rich Evans,father,,False,False,
Austin Butler,Lori Anne Howell,mother,,False,False,Britney Spears
Austin Butler,David Butler,father,,False,False,Gerard Butler
Billy Crudup,Georgann Gaither,mother,,False,False,Billie Eilish
Billy Crudup,Thomas Henry Crudup III,father,Billy Crudup,True,True,Billy Crudup
Eva Longoria,Ella Eva Mireles,mother,Eva Longoria,True,False,Selena Quintanilla
Eva Longoria,Enrique Longoria Jr.,father,Eva Longoria,True,True,Eva Longoria
Bridget Moynahan,Mary Bridget Moynahan,mother,,False,False,Tom Brady
Bridget Moynahan,Edward Bradley Moynahan,father,,False,False,Tom Brady
Richard Armitage,Margaret Armitage,mother,,False,False,Chris Pratt
Richard Armitage,John Armitage,father,Richard Armitage,True,False,
Christine Taylor,Joan Taylor,mother,,False,False,Zachary Taylor
Tom Hiddleston,Diana Patricia Hiddleston,mother,Tom Hiddleston,True,True,Tom Hiddleston
Tom Hiddleston,James Norman Hiddleston,father,Tom Hiddleston,True,True,Tom Hiddleston
Paul Newman,Theresa Fetzer Newman.,mother,,False,False,
Paul Newman,Arthur Sigmund Newman,father,Paul Newman,True,True,Paul Newman
Jen Landon,Cindy Clerico,mother,,False,False,Michael Landon Jr.
Jen Landon,Michael Landon,father,,False,False,Michael Landon Jr.
Rob Lowe,Barbara Lynn Hepler,mother,,False,False,Kristen Bell
Rob Lowe,Charles Davis Lowe,father,Rob Lowe,True,True,Rob Lowe
James McAvoy,Elizabeth Johnstone,mother,,False,False,
James McAvoy,James McAvoy Sr.,father,James McAvoy,True,True,James McAvoy
Justice Smith,Duilia Setacci,mother,,False,False,Henry Cavill
Justice Smith,Wayne Smith,father,,False,False,Will Smith
John Cusack,Ann Paula Cusack,mother,John Cusack,True,False,Joan Cusack
John Cusack,Dick Cusack,father,John Cusack,True,False,Joan Cusack
Logan Lerman,Lisa Lerman,mother,,False,False,Jami Gertz
Logan Lerman,Larry Lerman,father,Logan Lerman,True,True,Logan Lerman
Tuppence Middleton,Nina Middleton,mother,,False,False,
Tuppence Middleton,Nigel Middleton,father,,False,False,Khris Middleton
Mélanie Laurent,Annick Laurant,mother,,False,False,
Mélanie Laurent,Pierre Laurent,father,,False,False,
Anthony Hopkins,Muriel Anne Hopkins,mother,,False,False,Kate Beckinsale
Anthony Hopkins,Richard Arthur Hopkins,father,,False,True,Anthony Hopkins
Joe Cole,George Cole,father,,False,False,Lily Cole
Gena Rowlands,Mary Allen Neal,mother,,False,False,Matthew McConaughey
Gena Rowlands,Edwin Myrwyn Rowlands,father,Gena Rowlands,True,False,Jane Fonda
Benedict Cumberbatch,Wanda Ventham,mother,Benedict Cumberbatch,True,True,Benedict Cumberbatch
Benedict Cumberbatch,Timothy Carlton,father,Benedict Cumberbatch,True,True,Benedict Cumberbatch
Molly Ringwald,Adele Edith Ringwald,mother,Molly Ringwald,True,True,Molly Ringwald
Molly Ringwald,Robert Ringwald,father,Molly Ringwald,True,True,Molly Ringwald
Donald Glover,Beverly Smith,mother,,False,False,Jada Pinkett Smith
Donald Glover,Donald Glover Sr.,father,Donald Glover Jr.,True,True,Donald Glover
Zack Snyder,Marsha Snyder,mother,,False,False,
Zack Snyder,Charles Edward Snyder,father,,False,False,
Lynn Collins,Patricia Lynn Collins,mother,,False,True,Lynn Collins
Christoph Waltz,Elisabeth Urbancic,mother,Christoph Waltz,True,False,Cate Blanchett
Christoph Waltz,Johannes Waltz,father,,False,True,Christoph Waltz
James Gandolfini,Santa Gandolfini,mother,,False,False,Michael Gandolfini
James Gandolfini,James Joseph Gandolfini Sr.,father,James Gandolfini Jr.,True,True,James Gandolfini
Jonathan Rhys Meyers,John O'Keeffe,father,,False,False,Keira Knightley
Ron Livingston,Linda Livingston,mother,,False,False,Matthew McConaughey
Ron Livingston,Kurt Livingston,father,,False,False,
Jeff Bridges,Dorothy Bridges,mother,Jeff Bridges,True,False,Beau Bridges
Jeff Bridges,Lloyd Bridges,father,Jeff Bridges,True,False,Beau Bridges
Nikolaj Coster-Waldau,Hanne Søborg Coster,mother,,False,False,Mads Mikkelsen
Nikolaj Coster-Waldau,Jørgen Oscar Fritzer Waldau,father,Nikolaj Coster-Waldau,True,True,Nikolaj Coster-Waldau
Mark Rylance,Anne Skinner,mother,,False,False,Keira Knightley
Mark Rylance,David Waters,father,,False,False,
Julianne Moore,Anne Love Smith,mother,,False,False,Will Smith
Julianne Moore,Peter Moore Smith,father,,False,True,Julianne Moore
Penelope Ann Miller,Beatrice Miller,mother,,False,False,Bette Midler
Penelope Ann Miller,Mark Miller,father,,False,False,Bode Miller
Sophie Skelton,Ruth Skelton,mother,,False,False,Fred Astaire
Sophie Skelton,Simon Skelton,father,,False,False,
Evan Peters,Julie Peters,mother,,False,False,Bridget Fonda
Evan Peters,Phil Peters,father,,False,False,
Julia Louis-Dreyfus,Judith Bowles,mother,,False,False,Charles Bowles
Julia Louis-Dreyfus,Gérard Louis-Dreyfus,father,Julia Louis-Dreyfus,True,True,Julia Louis-Dreyfus
Pierce Brosnan,May Smith Brosnan,mother,Pierce Brosnan,True,True,Pierce Brosnan
Pierce Brosnan,Thomas Brosnan,father,,False,True,Pierce Brosnan
Denise Richards,Joni Richards,mother,,False,False,Billie Eilish
Denise Richards,Irv Richards,father,Denise Richards,True,True,Denise Richards
Matthew Goode,Jennifer Goode,mother,,False,False,
Matthew Goode,Anthony Goode,father,,False,False,
Taika Waititi,Robin Cohen,mother,,False,False,Sacha Baron Cohen
Kiefer Sutherland,Shirley Douglas,mother,Kiefer Sutherland,True,True,Kiefer Sutherland
Kiefer Sutherland,Donald Sutherland,father,Kiefer Sutherland,True,True,Kiefer Sutherland
Josh Dallas,Diana Dallas,mother,,False,False,
Janina Gavankar,Shan-de-Mohra Gavankar,mother,Janina Gavankar,True,True,Janina Gavankar
Janina Gavankar,Pete Gavankar,father,Janina Gavankar,True,True,Janina Gavankar
Alyssa Milano,Lin Milano,mother,Alyssa Milano,True,True,Alyssa Milano
Alyssa Milano,Thomas M. Milano,father,,False,True,Alyssa Milano
Maggie Grace,Valinn Everett,mother,,False,False,Bryce Hall
Maggie Grace,Rick Denig,father,,False,False,Meg Ryan
Sophie Nélisse,Pauline Belhumeur,mother,,False,False,Celine Dion
Sophie Nélisse,Paul Nélisse,father,,False,True,Sophie Nélisse
Camilla Belle,Deborah Gould,mother,,False,False,Ellie Goulding
Camilla Belle,Jack Wesley Routh,father,,False,False,Jonathan Jackson
Claire Forlani,Barbara Dickinson,mother,,False,False,Bruce Dickinson
Claire Forlani,Piero Forlani,father,Claire Forlani,True,True,Claire Forlani
Tim Burton,Jean Burton,mother,,False,False,Halle Berry
Tim Burton,Bill Burton,father,,False,False,
Sharon Horgan,Ursula Horgan,mother,,False,False,
Sharon Horgan,John Horgan,father,,False,False,
Rachel Nichols,Ronald Jacobsen,father,,False,False,
Erika Christensen,Kathy Christensen,mother,,False,False,
Erika Christensen,Steven Christensen,father,,False,False,
Troye Sivan,Laurelle Mellet,mother,Troye Sivan,True,True,Troye Sivan
Troye Sivan,Shaun Mellet,father,Troye Sivan,True,True,Troye Sivan
Alicia Silverstone,Didi Silverstone,mother,,False,True,Alicia Silverstone
Alicia Silverstone,Monty Silverstone,father,Alicia Silverstone,True,True,Alicia Silverstone
Toni Collette,Judy Collette,mother,,False,False,
Toni Collette,Bob Collette,father,,False,False,
Kim Basinger,Ann Lee Cordell,mother,,False,False,
Kim Basinger,Donald Wade Basinger,father,Kim Basinger,True,True,Kim Basinger
Jared Leto,Constance Leto,mother,Jared Leto,True,True,Jared Leto
Jared Leto,Anthony L. Bryant,father,,False,False,
Neal McDonough,Catherine McDonough,mother,,False,False,Melissa McCarthy
Neal McDonough,Frank McDonough,father,,False,False,
Gina Carano,Dana Cason,mother,,False,False,
Gina Carano,Glenn Carano,father,Gina Carano,True,True,Gina Carano
Heather Graham,Joan Graham,mother,,False,False,Kelsey Grammer
Heather Graham,Joan Bransfield Graham,father,,False,False,
Paul Thomas Anderson,Edwina Gough Anderson,mother,,False,False,
Paul Thomas Anderson,Ernie Anderson,father,Paul Thomas Anderson,True,True,Paul Thomas Anderson
Emily Deschanel,Mary Jo Deschanel,mother,,False,False,Zooey Deschanel
Emily Deschanel,Caleb Deschanel,father,,False,False,Zooey Deschanel
Claudie Blakley,Lin Blakley,mother,,False,False,
Claudie Blakley,Alan Blakley,father,,False,False,Claudia Blakley
Freddie Highmore,Sue Latimer,mother,Freddie Highmore,True,False,Daniel Radcliffe
Freddie Highmore,Edward Highmore,father,Freddie Highmore,True,True,Freddie Highmore
Lorraine Bracco,Eileen Bracco,mother,,False,True,Lorraine Bracco
Lorraine Bracco,Salvatore Bracco,father,,False,True,Lorraine Bracco
Meg Ryan,Susan Jordan Duggan,mother,,False,False,Keir Gilchrist
Meg Ryan,Harry Hyra,father,Meg Ryan,True,True,Meg Ryan
Denis Villeneuve,Nicole Demers,mother,,False,False,Celine Dion
Denis Villeneuve,Nicole Demers,father,,False,False,
Jeff Goldblum,Shirley Goldblum,mother,,False,True,Jeff Goldblum
Jeff Goldblum,Harold L. Goldblum,father,Jeff Goldblum,True,True,Jeff Goldblum
Patrick Wilson,Mary Kay Wilson,mother,,False,False,Luke Wilson
Patrick Wilson,John Franklin Wilson,father,,False,False,Owen Wilson
Luke Evans,Yvonne Evans,mother,,False,False,Chris Evans
Luke Evans,David Evans,father,,False,False,The Edge (David Howell Evans)
Pablo Schreiber,Tell Schreiber,mother,Pablo Schreiber,True,False,Liev Schreiber
Pablo Schreiber,Tell Schreiber,father,Pablo Schreiber,True,False,Liev Schreiber
Jena Malone,Debbie Malone,mother,,False,True,Jena Malone
Jena Malone,Edward Berge,father,,False,False,
Rebecca Hall,Maria Ewing,mother,Rebecca Hall,True,True,Rebecca Hall
Rebecca Hall,Peter Hall,father,Rebecca Hall,True,True,Rebecca Hall
Mary Steenburgen,Nellie Mae Wall Steenburgen,mother,Mary Steenburgen,True,False,Ted Danson
Mary Steenburgen,Maurice Steenburgen,father,,False,False,
Gustaf Skarsgård,My Skarsgård,mother,,False,False,Alexander Skarsgård
Gustaf Skarsgård,Stellan Skarsgård,father,,False,False,Alexander Skarsgård
Alisan Porter,Laura Klein,mother,,False,False,Selma Blair
Alisan Porter,Ric Porter,father,,False,False,
Scott Eastwood,Jacelyn Reeves,mother,Scott Eastwood,True,True,Scott Eastwood
Scott Eastwood,Clint Eastwood,father,Scott Eastwood,True,True,Scott Eastwood
Halston Sage,Liora Sage,mother,,False,False,
Halston Sage,Lenny Sage,father,,False,False,Jaren Lewison
Jeremy Renner,Valerie Cearley,mother,Jeremy Renner,True,True,Jeremy Renner
Jeremy Renner,Lee Renner,father,,False,True,Jeremy Renner
Olivia Munn,Kim Schmid,mother,,False,False,Michelle Monaghan
Olivia Munn,Winston Munn,father,,False,True,Olivia Munn
Bill Murray,Lucille Murray,mother,,False,True,Bill Murray
Bill Murray,Edward Joseph Murray II,father,Bill Murray,True,True,Bill Murray
Theo James,Jane Martin,mother,,False,False,Gwyneth Paltrow
Theo James,Philip Taptiklis,father,Theo James,True,True,Theo James
Milo Ventimiglia,Carol Ventimiglia,mother,,False,True,Milo Ventimiglia
Milo Ventimiglia,Peter Ventimiglia,father,,False,True,Milo Ventimiglia
Sophie Turner,Sally Turner,mother,,False,True,Sophie Turner
Sophie Turner,Andrew Turner,father,,False,True,Sophie Turner
Vincent D'Onofrio,Phyllis D'Onofrio,mother,Vincent D'Onofrio,True,False,Vera Farmiga
Vincent D'Onofrio,Gennaro D'Onofrio,father,,False,True,Vincent D'Onofrio
Danny DeVito,Julia DeVito,mother,,False,True,Danny DeVito
Danny DeVito,Daniel DeVito Sr.,father,Danny DeVito,True,True,Danny DeVito
Tim Curry,Patricia Curry,mother,,False,False,Stephen Curry
Tim Curry,James Curry,father,,False,False,Stephen Curry
Gugu Mbatha-Raw,Anne Raw,mother,,False,False,
Gugu Mbatha-Raw,Patrick Mbatha,father,,False,False,Daniel Kaluuya
Rose Leslie,Candida Mary Sibyl Leslie,mother,,False,True,Rose Leslie
Rose Leslie,Sebastian Arbuthnot-Leslie,father,Rose Leslie,True,True,Rose Leslie
J.C. Chandor,Mary Cameron Goodyear,mother,,False,False,
J.C. Chandor,Jeffrey Chandor,father,,False,False,
Guy Pearce,Anne Cocking,mother,,False,False,
Guy Pearce,Stuart Pearce,father,,False,False,
Dylan O'Brien,Lisa O'Brien,mother,,False,False,Conan O'Brien
Dylan O'Brien,Patrick O'Brien,father,,False,False,Conor O'Brien
Jonah Hill,Sharon Lyn Chalkin,mother,,False,False,Leighton Meester
Jonah Hill,Richard Feldstein,father,Jonah Hill,True,True,Jonah Hill
Audie Murphy,Josie Bell Murphy,mother,,False,False,Brittany Murphy
Audie Murphy,Emanuel Murphy,father,,False,False,
Haley Bennett,Leilani Dorsey Bennett,mother,,False,False,Mahershala Ali
Haley Bennett,Ronald Keeling,father,,False,False,
Samantha Morton,Pamela Morton,mother,,False,False,Demi Moore
Samantha Morton,Peter Morton,father,,False,False,Harry Morton
Sienna Miller,Josephine Miller,mother,,False,False,Wentworth Miller
Sienna Miller,Edwin Miller,father,,False,True,Sienna Miller
Julianne Hough,Mari Anne Hough,mother,Julianne Hough,True,True,Julianne Hough
Julianne Hough,Bruce Robert Hough,father,Julianne Hough,True,True,Julianne Hough
Anna Camp,Dee Camp,mother,,False,False,Bruce Campbell
Anna Camp,Thomas Sewell Camp,father,,False,False,
Aidan Turner,Eileen Turner,mother,,False,False,Lana Turner
Aidan Turner,Pat Turner,father,,False,False,
Jami Gertz,Walter Gertz,father,,False,True,Jami Gertz
Glen Powell,Cyndy Powell,mother,,False,False,Lana Del Rey
Glen Powell,Glen Powell Sr.,father,Glen Powell,True,True,Glen Powell
Melissa Barrera,Rosana Maria Suarez,mother,,False,False,Enrique Iglesias
Melissa Barrera,Tomás Barrera Tames,father,,False,False,Camila Cabello
Daveed Diggs,Barbara Needell,mother,,False,False,Brie Larson
Daveed Diggs,Dountes Diggs,father,,False,False,
Odette Annable,Lydia Yustman,mother,,False,True,Odette Annable
Odette Annable,Victor Yustman,father,Odette Annable,True,True,Odette Annable
Catherine Zeta-Jones,Patricia Fair,mother,,False,False,
Catherine Zeta-Jones,David James Jones,father,,False,False,Grace Jones
Liev Schreiber,Heather Schreiber,mother,,False,True,Liev Schreiber
Liev Schreiber,Tell Schreiber,father,Liev Schreiber,True,True,Liev Schreiber
Patrick Warburton,Barbara Lord Warburton,mother,,False,False,
Patrick Warburton,John Charles Warburton Jr.,father,,False,True,Patrick Warburton
Maggie Smith,Margaret Hutton Smith,mother,,False,False,Reese Witherspoon
Maggie Smith,Nathaniel Smith,father,,False,False,Jaden Smith
Ethan Coen,Rena Neumann Coen,mother,Ethan Coen,True,True,Ethan Coen
Ethan Coen,Edward Coen,father,,False,True,Ethan Coen
Katherine McNamara,Ursula McNamara,mother,,False,False,Cillian Murphy
Katherine McNamara,Evan McNamara,father,,False,False,
Josh Segarra,Damaris Segarra,mother,,False,False,Lin-Manuel Miranda
Anna Faris,Karen Faris,mother,,False,True,Anna Faris
Anna Faris,Jack Faris,father,Anna Faris,True,True,Anna Faris
Kristin Kreuk,Deanna Che,mother,,False,False,
Kristin Kreuk,Peter Kreuk,father,Kristin Kreuk,True,True,Kristin Kreuk
Camila Morrone,Lucila Solá,mother,Camila Morrone,True,True,Camila Morrone
Camila Morrone,Maximo Morrone,father,Camila Morrone,True,True,Camila Morrone
Anthony Michael Hall,Mercedes Hall,mother,Anthony Michael Hall,True,False,Daryl Hall
Anthony Michael Hall,Larry Hall,father,,False,False,
Ali Larter,Margaret Larter,mother,,False,True,Ali Larter
Ali Larter,Danforth Larter,father,Ali Larter,True,True,Ali Larter
Ray Liotta,Mary Liotta,mother,,False,True,Ray Liotta
Ray Liotta,Alfred Liotta,father,,False,True,Ray Liotta
Michelle Hurd,Merlyn Purdy,mother,,False,False,Josh Brolin
Michelle Hurd,Hugh Hurd,father,Michelle Hurd,True,True,Michelle Hurd
Jenny Slate,Nancy Slate,mother,,False,False,Dakota Johnson
Jenny Slate,Ron Slate,father,,False,False,Benjamin Slate
Phoebe Fox,Prue Fox,mother,,False,False,
Phoebe Fox,Stuart Fox,father,,False,False,Emilia Fox
Jonny Lee Miller,Anne Lee,mother,,False,False,Geddy Lee
Jonny Lee Miller,Alan Miller,father,,False,False,Sienna Miller
Ella Purnell,Caroline Purnell,mother,,False,False,
Dichen Lachman,Tashi Lachman,mother,,False,False,
Dichen Lachman,Chris Lachman,father,,False,False,
Chelah Horsdal,Valerie Horsdal,mother,,False,False,Adam Beach
Chelah Horsdal,Valdy Horsdal,father,,False,True,Chelah Horsdal
Rose McIver,Annie McIver,mother,,False,False,
Ron Howard,Jean Speegle Howard,mother,Ron Howard,True,True,Ron Howard
Ron Howard,Rance Howard,father,Ron Howard,True,True,Ron Howard
Kevin Spacey,Kathleen Ann Spacey,mother,Kevin Spacey,True,True,Kevin Spacey
Kevin Spacey,Thomas Geoffrey Fowler,father,,False,False,Tom Holland
Steven Yeun,June Yeun,mother,Steven Yeun,True,True,Steven Yeun
Steven Yeun,Je Yeun,father,,False,True,Steven Yeun
